RATING,REASON,SIDE EFFECTS FOR ZITHROMAX,COMMENTS,SEX,AGE,DURATION/DOSAGE,DATE ADDED
1,Sinus Infection,"First two doses was horrible. I got shortness of breathe , Bad taste in my mouth, severe diarrhea and I felt completely insane. Unable to go to sleep . Cold feet and hands",Definitely would not recommend at all!!!,F,23,5 days250 MG,5/15/2016Email
1,sinus infection,"COMPLETE LOSS OF SMELL, severely decreased sense of taste, stomach cramps, foggy/blurred vision","Less than an hour after taking first dose starting having severe abdominal cramps, the next day my sense of smell was COMPLETELY gone. It's been 4 days since first dose and no improvement in smell. Super scary thought that it may be permanent.",F,32,3 days250mg,5/13/2016
5,Bacterial throat/ear infection,None...perhaps a bit of gas,Take natural yogourt and acidophilus pills and you should be fine!,F,62,5 days250 mg X 6 1X day,4/24/2016
3,,,,,,1 days,4/24/2016
5,Uraplasma,Nausea and loose stools,"I am 3 months and 2 weeks pregnant, and was prescribed a 1000mg dose of this medication. Had no problems other than some nausea and diareah",F,23,1 days1000mg,4/23/2016
1,Bronchitis,"Severe headache, body aches, irritability, constipation, vomiting, dizziness, chest pain, neck pain.","I was recently put on this poison for bronchitis which didn't really help me but instead just cause bad side effects. After being on two doses, it caused me a lot of problems, problems that the doctor said don't usually occur after a few doses. I was told that it should be out of my body by now but it is not. I do not trust doctors words so much and I will never take antibiotics like this again. All it did was make me feel worse. Never take this drug.",F,22,1 days250 mg,4/23/2016
1,Bronchitis,"I took this drug about eight years ago. After two pills I became very ill, I thought I had a very bad case of the flu. But no I wasn't that lucky... after 5 trips to the ER, I was sent to an allergist specialist. She new right away that I was having a sever allergic reaction to Z-pack. She also told me that it would take up to 3 months for it to be out of my system, because it also can be absorbed in your tissues.She was right I had to take steroids for three months, every time they tried to lower the dosage I would break out in hives again....",Evil Evil drug....,F,57,2 days 1X day,4/19/2016
1,Sinus infection,Lost 80% of sense of smell directly after using. It's been over 9 months and it never returned. Life won't be the same again wish I never took this. I went to ENT and she gave me a stroid spray but it helps very little.,,M,40,5 days,4/17/2016
1,Sinus cold,Loss /distorted sense of smell and taste,Don't take this drug,M,55,5 days,4/8/2016Email
1,Sinusitis,"THE WORST DRUG EVER!! I wish that I would have listened to my gut feeling and not taken this drug. After 1st dose, palpitations, chest pain, severe dizziness, overall bad feeling. Day 2, sweaty red palms/feet, chest/face got red and flushed and hot, terrible pain in the center of my back, rash on my arms and legs, ended up in the ER. Insomnia tonight, mind racing, severe anxiety, weird visual effects when I close my eyes! Like swirling or spinning....so awful AND it takes days after stopping for it to get out of your system!
What is in this poison?? I would never, ever take this again!",Worst experience ever taking an antibiotic! Horrible side effects after just two days of taking this!,F,45,2 days250 mg,04/03/2016
1,bronchitis,"Dizziness, chest pains,nasuea,vision problems,headaches fatigue, lack of concentration.",,,,5 days,3/23/2016
3,I got the flu,I had head aches as well as feeling off balance tired all the time and have like a shaky nervous feeling..although it has helped me with my flu it has created new symptoms..,,M,33,4 days250 mg,3/19/2016
3,Upper respiratory sore throat,"Ulcers on gums and tongue.extreme bloating and gas cramps, strange after taste in mouth,nausea,chest pain that is still bothering me after 2 days off. It sped me up. I was sick and up cleaning bc of the med. Every side effect I experienced is on the rare list which just blows my mind.",I have read articles on this medicine and the potential for death by heart attack is scary. Especially since my chest has bothered me since I started it. I'm a healthy 40 yr old female but the fact that my chest bothered me is the reason I sought out info. I workout daily but something is wrong. My husband just finished same dose. He was sick too but worse and it did nothing. We just got back from Dr and he's now on doxycycline. I've never had so many side-effects from an antibiotic. I wouldn't take it again. Too miserable.,F,40,5 days250 mg,3/18/2016
5,Chronic Sinus Infection,None,I have suffered chronic sinus infections for years and this seems to be the first antibiotic that has ever really helped me to feel better. I have to agree that the negative comments left on this antibiotic seem to be more symptoms of an illness and not this antibiotic.. It seems to work great for me.,F,35,10 days250 mg 1X day,3/15/2016Email
1,sinus infection,"Irregular heart beat,anxiety,headache,gas,bloating,always hungry,loss of taste and smell,sensitive skin,tingling in hands,depression ,burning sensation in my mouth just to name a few!",I finally stopped taking them after I took 4,F,53,4 days??? 1X day,03/12/2016
1,Sinus Infection,Worst medical experience of my life,"I was given Zithromax for a severe sinus infection. I am pregnant, and this was recommended to be best for pregnant women. I was prescribed to take 2, 250 MG pills on the first day, but at the advice of my pharmacist, only took one the first day. I took the first pill around 3 PM, after a late lunch. Picked up my son and drove home and felt completely fine. I sat down and realized i couldn't read the words on the TV, so i took out my phone and did the same, with the same results. The words were blurred and i had a sudden terrible headache behind my eyes .. i laid down for about 20 minutes thinking i was having a migraine (never had one before-but knew symptoms) .. i thought i was better so i stood up, only to realize that my hands were completely numb and my arms were tingling. After this my mouth/tongue/neck all became tingly and i couldn't get my words out! I was having what i thought was a stroke! My husband was completely freaked out and drove me to the ER, as i had never experienced anything like this before and i wasn't thinking it could be from a z-pak! Levels were fine, tests were ran and lots of money were spent .... all because of this medicine. No one in my family will ever be prescribed this drug again! I also suffer from mild anxiety, and like a lot of others have said, this is absolutely not a drug for people who already suffer from this ... my heart was beating so fast and i had never had a reaction like this before. BEWARE.",F,27,1 days250MG 1X day,03/03/2016
1,Mouth surgery,"I was given this med about 10 years ago. I have had problems digesting gluten foods since. I look pregnant after eating breads, pasta, fried and worst if I drink wine.
It was stating that bloating could be a side effect. Correct, a life long problem.",Maybe the z pack is why so many people have bloating issues.,F,61,5 days?,03/03/2016
4,Sinus infection,"*skin sensitivity, dry skin/dry mouth, mild headache different from original sinus headache* I'm only on day 3, but my skin feels irritated and is easily chafed by clothing.","I'm on this antibiotic after suffering through two weeks of sinus infection and unresolved cough and fever. The skin sensitivity is very unlpeasant, but being sick was worse. I do have my energy back and brain fog went away.",F,40,5 days250mg,2/26/2016
1,pelvic imfamatory disease,"Severe headache that won't go away and I was given the medication 3 days ago , horrible stomach pains , night sweats , rapid heart rate , feeling extremely sleepy and off balance and my skin won't stop itching ,","This is the absolute worst medication I've ever had to take , my sickness wasn't even this bad , this medication is absolutely horrible , I wouldn't recommend it to anyone or anything ...",F,33,1 days1000,2/24/2016
1,upper respiratory infection,Horrible. I have the worst diarrhea ever. Severe pain in kidney and liver. Stopped after first dose. Have anxiety scared to death this will kill me. Just horrible.,Do not take this poison. It could kill you,F,43,1 days250mg,2/23/2016Email
1,Upper respiratory infection,"Stomach, cramping, diarrhea, lack if sleep, anxiety, extremely exhausted, and tingling and numbness in legs.",I will never take this again.,F,34,5 days,2/20/2016Email
4,Sinus infection,"My son can't stop talking....like crazy chatter talk. It's 6:30, and he has been talking non stop since 4pm. It's entertaining, but wowzers. He's a fun and great kid...He actually got in trouble at school today for being a little too silly. 100% a side effect of this medication. He teacher wrote me just as shocked.",I do like the fact it is once a day medication for only 5 days. Life is so busy that trying to set alarms for medication for 10 days is just a set up for failure. Haha.,M,12,5 days5ml,2/10/2016Email
1,Sinus infection,"Given 5 day course of this medication for a sinus infection. Started with 2/250 mg tabs first day. Within 3 hrs had dry heaves, headache ect. Second 2 days felt like worst case of flu ever, pounding heart, headache, dizziness. Not taking last 2 days of med as not worth it.",,F,69,5 days250mg,02/04/2016
4,Sinusitis,"Took with probiotics and had no stomach upset, but it gave me a massive headache that ibuprofen wouldn't touch.","I'm allergic to amoxicillin and penicillin, so this is one of the few antibiotics I can take. I will tell the doctor about this unfortunate side effect next time, though. I've taken Zithromax at least 10 times and have never had this happen.",F,36,5 days500 MG,1/31/2016
1,Broncial infection,"At rest, BP155/110,Pulse rate will not go below 100.Short of breath and heart and head feel like they are trying to explode! Arms and legs started itching on day 3. I will not finish this Med.",I will never take this garbage again- Its worse then the sickness!,M,54,4 days250mg,1/24/2016Email
1,viral infection,My entire digestive system shut down.my stools became chalk colored...I feel very weak...TERRIBLE drug.,,M,59,1 days250,1/22/2016Email
1,Upper respiratory infection,"Stomach pains, diarrhea, drowsy all the time",Never take this piece of crap. It's hell in the form of a pill and I feel WAY worse than before taking the pill and it's been a week,M,20,3 days,1/20/2016
3,Tonselitis,"Night Sweats! On day 1,2,3,4 and we'll see what happens tonight. So bad I've had to change my clothes 3x per night.","It isn't working all that great, my fever finally curbed on day 3 and throat is still not healed on day 5.",M,28,5 days40 mg 1X day,1/19/2016
1,infected bronchial tubes,I broke out in hives all over my body. Itchy itchy ITCHY hives! Also I'll be resting and suddenly my heart rate increases with a very abnormal beat. So that means also high blood pressure.,This is aweful. Too risky.,F,22,1 days250,1/17/2016
1,Atypical respiratory infection,"Only had minor GI upset but psychological effect is almost unliveable. I have no history of mood or anxiety disorders but this drug gave me MAJOR anxiety, worry, fear, depression, panic. like a lot of other posts I had almost constant feelings of impending doom and dread. Constant vivid nightmares about death and dying. Extreme paranoia and hypochondria made worse by the amount of aches and pains it causes. At one point I counted up 12 different life threatening illnesses I was convinced I had. My life would have to literally depend on it for me to take this drug again. Last 2 months have been hell, and I still need to wait for drug to wash out my system.",Think very carefully before taking. Especially if you have any anxiety or mood disorders.,M,38,2 months250 1X day,01/12/2016
1,bronchitis,Pain in abodomen. Had to have endoscope exam and pint of blood. Month after taking pills. Still sick,Not sure it was pills. Just suspicious.,,85,3 days500,01/08/2016
1,Bronchitis,"Shortness of breath, nausea, accelerated heart rate, SEVERE panic attacks, stomach upset, irritated colon, SEVERE depression, cold feet and hands, fatigue, brain fog, muscle/bone pain, red chest, strange taste in mouth, and vision problems.","Shortly after I took the first two doses, I became very short of breath. Then came all of the other symptoms that are listed above. I took the medicine the following day and became worse after taking it. The panic attacks were terrible.
I only had 3 pills, and was sick for over a week. It has been almost 2 weeks; since I took the last pill, and I am still at times feeling side effects.
Conducted research as I thought I was going nuts; found out that there are 2 forms of Zithromax, Pfizer and PLIVA, I had the PLIVA (white) pills; not the Pfizer (pink) pills. I do not know if this was the major difference as I have taken Z Pack many times before and never had a problem.
This is the worse medicine. I asked the Pharmacist if they had changed the formula she indicated to me that there were no changes. Something has changed. I have had many allergic reactions to medicines, but never a reaction like I had with this medicine.",F,52,2 days250 1X day,12/29/2015Email
1,URI,"Horrible diarrhea, abdominal pain, arm weakness, extreme fatigue, constant feeling of hunger but nauseous too. Drug worse than illness.never again.",Yuck!,F,40,5 days6 pack,12/22/2015Email
1,strep throat,WTF!?!? I just got over my strep throat and fever and i havent been to work and i havent been myself and then my doctor hands me this prescription which i take on my break at work and all of a sudden i get the worst cramps and nausea of my life and i had no idea that would happen i was completley upset because I've already been in pain for the past 3 days WHY AM I IN EVEN MORE PAIN!?!?! Would not recommend but i think i dint have a choice its either this or strep throat ð­ð­,It sucks and should not even be sold if it doesnt come with night quil and pamprin,F,21,1 days250mg,12/14/2015Email
1,Bronchitis- Sinus Infecfion,"Horrible drug. Thank god I found this site or else I would have thought I was drying from something else. Horrible nausea, diarrhea (bright yellow), shooting abdominal pain, gut pain, ANXIETY, depression, loss of appetite (lost 6 pounds in 3 days), low sex drive, anger, outbursts, mental thoughts.","I hate this medication and wish I never took it. After 4 days I'd had enough. I took with with Probiotics Udos Super plus- I think that was too much for my gut so I switched to Florostor (as someone suggested on here). Pharmacist said that this drug is hard on the system and may take a couple of weeks to make its way out. I've been fighting with my spouse, my anxiety is through the roof. I'm in Tecta for GERD however don't even know if that's working anymore because my stomach is so messed up from this drug. Hate it.",F,38,4 days5 day pack,12/12/2015Email
4,Possible STI,"Mild headache and nausea, with some stomach pain. Came here to see about the side effects: seems pretty normal. Honestly, even though I have an anxiety disorder that also flared a bit with this dose, it's worth it to prevent the std.",,F,25,1 days250 MG,11/24/2015
3,Chanceroid,"Nausea, G.I., Anxiety, Headache.",If you are having severe anxiety on this medicine then you are having a herxheimer reaction. Please google it. You may also be experiencing your intestinal flora aka good bacteria inside your gut dying off. Saccharomyces Boulardii is the answer.,M,45,3 days1000mg 1X day,11/19/2015
1,bronchitis,Nausea. Horrible drug.,,F,29,1 days500,11/13/2015
5,Pneumonia,"Bloating to the point my jeans are very tight all over, loss of appetite, dry mouth with constant thirst, reduced urination, tinny taste in mouth, some stomach discomfort but not all that bad.","After suffering through 5 days of 103-104 fevers, extreme literally uncontrollable chills, body aches, fatigue prior to a Dx of pneumonia (thought I had the worst flu in recorded history), all I can say is thank God for this antibiotic. I'll take this drug any day rather than die a slow, painful death from pneumonia or sepsis. For the all the folks on this board whining about the side effects of this antibiotic, you have obviously never taken Flagyl. Let's keep the side effects in context. Folks, otherwise healthy people (many of them children) used to drop dead from a wide variety of disease on a daily basis. Count your blessings that you live in this age.",F,46,5 days250,11/12/2015Email
1,Suspected chlamydia,"Stomach ache, strange aches in gut, burning sensation in stomach, dizziness when hungry and otherwise, palpitation, extreme anxiety & fear of terminal illnesses, loss of appetite, diarrhoea, bloating, fatigue, light sensitivity, constant buzzing sensation inside right ear, acid reflux, extreme urticaria or hives, burning urine sensation .. It was an endless torturous experience. Didn't link all of this with Zithromax and so wasted loads of money on Upper GI endoscopy, X-rays, MRI scan, ear tests, CT scan of abdomen, Ultrasound, blood work which in turn resulted in ridiculous prescriptions like Nexium, Ganaton and further antibiotics. Blood work also found elevated levels of liver enzymes and cholesterol levels.","After a protracted period of heartache, frustration and depression, I gave up all those medications that arose from an array of misdiagnoses and by sheer luck, read up about the effects of antibiotics on the web and as per suggestions from some people with similar experience, started out with a strong probiotics brand called VSL3 which has 100 billion strains of live cultures. The impact was almost miraculous I must say - after a tantalizing 9 months, I felt human once again. After almost a year on probiotics, I am still recovering from the horrible damage it did to my gut flora. MY ADVISE - STAY AWAY FROM THIS LIKE PLAGUE.",M,40,4 days500 2X day,11/8/2015Email
1,sinus cold,Lost sense of smell. June 2015,Take it off the market.,F,59,7 days500mg 1X day,11/8/2015Email
3,Pneumonia,"Fatigue, some nausea, bad jitters/tremors, and some dizziness","This medication certainly cleared up the infection, but I think I'd prefer a few extra days in a slower antibiotic than to deal with these side effects.",F,33,1 days,10/26/2015
2,Bronchiolitis,My son was administered one full dose of Zithromax (azithromycin) and promptly began vomiting as a rash appeared all over his body. The vomiting would occur after each dose and the rash would worsen. His ped advised this was an allergic reaction and the Zithromax was discontinued.,,M,2,1 days,10/22/2015
1,Sinusitis,Very weak and anxious. Sweating and massive headaches. I was afraid I was going to pass out a few times because the weakness and trembling got so bad! Pain in abdomen and foul taste in mouth. By the third dose I was feeling horrible. Massive fatigue from this drug. I will never take it again.,I took 750 mg and stopped taking it after the third dose. I just can't handle the crazy side effects. It is AWFUL! Steer clear of this poison!,F,45,3 days250 mg,10/19/2015
2,Bronchitis,"Just as others, I was on the 2 first day, 1 subsequent days. I have general anxiety disorder and this has made it flare up like you wouldn't believe. Also having gastrointestinal issues, agitation and cold sweats.",Still coughing up phlegm and feel sick. Never taking this again!!!,M,34,5 days500/250day,10/13/2015
1,std,Nausea dizziness diarrhea abdominal pain,Please dont take this drug i feel like it actually can kill you!!!,F,45,3 days250,9/19/2015Email
1,inner ear (water),"I had a hell of a time! A hour after the first dose I got extreme dizziness and abdominal pain. These symptoms subsided in the morning, me loving cruel and usual punishment,toke another pill that day! Big mistake....i puked my guts out and couldn't get out of bed. Walking was hazardous and I missed a week of work. I had feelings of deep sorrow, nervousness, no sleep and anger!","The next day I didn't take the medicine! Not worth it!! I couldn't go to the ER because I literally couldn't sit up! Finally I toke Pepto Bismal and a Benadryl! I was able to so up in bed...next I was able to eat a few hours later. I'm still under the weather but, I see a bit of light by the end of tomorrow!PEOPLE DO NOT TAKE THIS DRUG!!! You will spend a lot of time trying to fix something that really isn't broken. Your pain could never be that bad!!!",F,46,2 daystoo much,9/16/2015
4,Bronchitis and sinusitis,Bad stomach cramps and diareaha with gas.,,F,24,5 days,09/11/2015
1,Sinus infection and bronchitis,"Dry pasty mouth, itchy skin,headache, I have hepatitis C and it made my liver swollen",DO NOT TAKE THIS DRUG IT'S HORRIBLE,F,60,4 days250,9/7/2015Email
1,strep,"extreme agitation, inability to stay asleep",definitely will not take this drug again,F,47,5 days250 1X day,8/31/2015
1,sinus infection,"Overwhelming anxiety and depression, racing heart, short of breath, hot flashes and chills, nausea, loose stools, no appetite. Lost 3 pounds in 3 days. Shakey, feelings of dread. Endedup in the ER",Worst 5 days of my life! Stopped the med 4 days ago and still miserable. Just a very marginal improvement. I took it before with no issues but NEVER again.,F,56,3 days,8/27/2015Email
1,"Cough, swollen lymph glands","I took the first 500mg dose of Zithromax then followed with 250mg the next 4 days. On the third day my skin started getting a little itchy but continued taking because I saw no rash. The next week my symptoms hadn't gone away and my eyes starting yellowing. Went into the doctor and my liver enzymes were all too high. Doctors tested for everything and couldn't figure it out; I was sent to a liver specialist (after an ultrasound, CAT scan and countless blood tests) who determined I had drug-induced hepatitis from the zpack. It's almost 2 months later and my enzymes are still high. Wishing this would go away, I have extremely intense pruritus, constipation, jaundice, lost 15 pounds and severe fatigue",Will not EVER take again,F,19,"5 days500, 250mg",8/11/2015Email
3,precautionary,One mega-dose because my boyfriend has a uti that won't go away and they were worried that we might have some urethritis. I never felt sick and they didn't test me for ureaplasma or mycoplasma. I wish they had tested me before just prescribing this huge dose to a 107 pound woman. I already suffer from anxiety and my worst phobia is vomiting. So I take this drug and I feel like I'm going to throw up and I'm having panic attacks like I haven't had in years. I don't recommend this drug for people with clinical anxiety. I took the one mega-dose on a Sunday and still felt like throwing-up after supper on Tuesday. I'm relieved to read the posts here because it sounds like that is a normal side-effect and I'm not dying after all - lol.,,F,57,1 days2000 1X day,7/22/2015
1,Strep,"My 6 year old daughter was prescribed this medicine for strep throat since she is allergic to amoxicillin (facial swelling) . Poor thing, she has had anxiety, major panic attacks, hallucinations, acting out dreams, sleep walking and talking, weird hunger waves and diarrhea. My personal conclusion is that she is allergic to this medication as well.",Big pharmaceutical companies need to provide more detailed side effects and allergy warnings. DO NOT TAKE.,,6,2 days,6/27/2015
1,Bronchitis,took drug march 11 and had severe diarhea after first dose of 2. It is now June and I still have loose stools and 2-5 bowel movements each day. The drug was actually Azithromycin,I will never take this drug again.,F,73,2 days250mg 1X day,6/15/2015
4,sinus infection,"I had diahrea, sweating & felt weak after I took the first 2 doses. I am hoping I feel better by the time I take the next dose.",Make sure you eat or you will feel sick to your stomach.,F,59,6 days250 mg,6/12/2015Email
1,sinus infection,"I took zithromax for the prescribed time , 5 days. My cold got better but in two weeks I started to experience a funny metal taste in my mouth . I started to feel sick with nausea daily. I got really hungry but at the same time felt sick to my stomach. I would eat and then after a while got nausea again. I had a dream someone was feeding me horrible food that was poison . I woke up feeling sick. I started to eat yogurt and drink ginger ale but still felt sick.. I am going to the doctors to see if I have an infection in my intestinal tract . I will never take this drug again. I believe it messed up my system.",,F,66,5 days 1X day,06/06/2015
3,upper respiratory infection,Anxious..depressed.loss of appetite.. The worse case of diaharria.. Stomach cramps from hell couldn't sleep..body really sore but it cleared up majority of the infection.. Been finish with the 5 day pack now for 4 days..still ain't back to normal..oh yeah n it definitely made my heart beat really crazey...,I don't know what to say about it becuz I was originally on amoxilcillan..10 days didn't work..first day of zithromycin is what I took n I could breath again..but I got the horrible side effects...man n wen I say horrible that's nicely putting it,F,31,5 days2000,5/24/2015
1,Bronchitis,"The first dose was horrible!!! Diarrhea, upset stomach, nausea, fatigue and just feeling shitty. I took the second dose against my better judgement which brought me to this sight. The same the over and over. I'm skipping the last dose. I just can't take it!!",Save yourself the trouble and demand another medication.,F,30,3 days500mg,5/22/2015
1,Ear infection,Well as I sit here on the shitter with the shits from from the bows of hell that have been going on since I took my first double dose I think to myself what was worse the sickeness of the cure.,Going to try traditional next time,M,31,5 days500,5/19/2015Email
5,Sinus infection,"After first ""double dose"" (2; 250 mg tabs) I had diarrhea about 30 minutes later. But not after that one time. Night sweats - had to change my tshirt out in the middle of the night but I was also taking Nyquil so I could get some sleep, so that could be it.
Also, from coughing and hacking so much, severe back ache.","This is the only stuff that ever works. Every year I get a cold, and it turns into a sinus infection. Drips into my lungs, and kicks up my asthma. I take this zPack and it kills it fast.",M,48,5 days250 1X day,05/10/2015
3,Sinus infection,Severe gastrointestinal problems day 4 of a 5 day regimen. I have had this drug several times and it seems only marginally effective. About half the time infections rebound after the 5 day dosing regimen is complete.,,M,61,5 days250 1X day,05/04/2015
1,Sinus infection,"The day after I took the first double dose I ended up in bed for the entire day and night. I could not function. It completely wiped me out. I slept for over 24 hours. I took 3 more single doses after that and felt like crap. I skipped the last dose because I need this med out of my system asap. It caused stomach pain, extreme fatigue, weakness to the point I could barely sit up, dizziness, panic attacks, large hard acne, fesling of dying or passing out...it's hard to even explain, lOSS of appetite, diarrhea, gurgling guts, loss of smell and taste, and moodiness.",Will never take this med again. I think the sinus infection would have been easier to deal with than these side effects.,F,35,4 days250,5/4/2015Email
1,Sinus Infection,"Please save yourself the trouble and stay FAR away from this.
During my first two days on the zithromax i felt excruciating stomach pains, and loose stools. - That was no where near as bad as the anxiety, depression, and mood swings I experienced the remaining 2 days. I skipped the final dose of this medication due to my horrifying anxiety. I was high strung, jittery.",I wouldn't wish this on my worst enemy.,F,24,4 days250 MG 1X day,05/04/2015
1,bronchitis,Hideous ringing in my ears that lasted and is still lasting. Would NEVER recommend this to anyone. Penicillin is something I would've preferred. I didn't need the antibiotics anyway. Doctor over-treated. No good. No good. :(,This shouldn't be on the market.,F,27,1 days500 mg,4/25/2015
1,bronchitis,Never again! I experienced major stomach cramps and diarrhea after 2nd dose; insomnia; anxiety; pending doom; exhaustion; terrible nausea; coated tongue for days; its 3 days after last dose and still feel horrible. I didn't even take last dose - not worth the feeling. hope I feel back to myself soon but never again.,,F,58,4 days500 mg 1X day,4/17/2015
1,Sinuitis and ear infections,"(Sorry for my English- I am a Scandinavian, doing my best!). Side effects: First: abdominal pain and a weird feeling of hunger all the time. After the course the pain disappeared, but now I was going to discover the worst side effects: anxiety, pounding heart, pins and needles on my upper arms, tingling feeling in my mouth and lips. Strange metal-like taste in my mouth. A feeling of 'not being myself '. Last night severe tinnitus and heavy breathing. Was soooo tired, but didn't dare to go to sleep.... This morning severe nausea- and the day has just begun....","I have taken Zithromax twice before without any problems (beside abdominal pain) this time I was prescribed azirhromycin... Probably the same, but I wonder.Ã¯Â¿Â½",F,50,3 days500,4/15/2015
1,Sinus infection,"Sinus infection had moved to lungs, lots of coughing. On second day of Z-Pak I woke up at 2 in the morning with stomach cramps, not your usual gas type of cramps, totally debilitating cramps, followed by diarrhea, which lasted for over an hour. Profuse sweating, felt that I may pass out. Then I remembered Z-Pak was prescribed a few years ago, I had the same symptoms, I thought back then it was part of what was ailing me. Realized it was because I am allergic to this medicine. I am now on Levofloxacin for a week, feeling a bit dizzy, bit of blurry vision and forgetfulness. Not sure if it is from the new pills, (as they both have side effects), or the residual Z-Pak left in my system. I have a busy teaching schedule, but this will not keep me down. Definitely will not take again. I think I will do more checking next time something is prescribed and check out the side effects. I do prefer natural methods, but this strain of infection was not going away.",,F,63,1 days500MG 1X day,4/9/2015Email
1,Bronchitis,"Sickness subsided quickly. Followed by: insomnia, anxiety, foggy brain, vision slightly blurred, strange appetite waves, sweats...",,M,31,3 days250,4/7/2015Email
3,walking pneumonia,"Sweats, horrible stomach issues, Diarrhea then constipation, Headache, neck and back pain",The pneumonia is a dull cough but my stomach hurts so bad I want to remove it! NOW,F,55,5 days 1X day,04/03/2015
3,BV infection of cervix,"Mild nausea and stomach cramps the first night after taking it. Every day since ( has been 4 days) anxiety and nightly insomnia, hot flashes, rapid heart rate, chills and shaking. Went to the ER where I had a normal EKG and they gave me Benadryl and Ativan to help me sleep. Slept 10 hours the next day, but all symptoms were back that night and the next. Antihistamines don't help at all.
The only consolation is that my infection seems to be cleared up as those symptoms have gone.",The GI symptoms were mild and expectable. The hot flashes/chills/rapid HR/shaking are severe and scary!,F,33,1 days1000mg,3/30/2015
1,sinus infection chest congestion,"Within an hour of taking the first dose, the two pills, I felt an overwhelming sense of sadness, crying for no reason, then anxiety, feeling like I was trembling. Stomach pain that morphed into back spasms, did not sleep for 48 hours due to gut pain. I felt as if I wanted to die, really felt poisoned.",It cleared up the infection with great efficiency. It was not worth it. It's a week after full 5 day course and I still feel sick depressed.,F,59,5 days,3/30/2015
2,Sinusitis and Bronchitis,#NAME?,"My adventures with ZPak began on a Monday with the 500MG megadose. I took it with a meal, as directed by PCP. After 1/2 hour, I began to feel some stomach upset. It was like indigestion, but with a feeling of hunger. It was like there was an emptiness in my stomach. Then the cramps began. They were like major gas pains and I could only find comfort when lying on my side and staying very still. I didn't get much sleep the first night. I was awake just about every hour. I had a sense anxiety that something bad was going to happen. I have never suffered from anxiety or depression, and if this is what they feel like, I now sympathize with those who suffer from them!
Day 2, I reluctantly took the 2nd dosage because my congestion was beginning to thin and coughing much less frequently. I felt weak and zombie-like, and I still had the stomach pain, but was able to push through and function for most of the day. At times I felt lightheaded, words didn't seem to come easily when I spoke; slight ringing in my ears; my face was itchy, and I wondered if the effectiveness of the drug was really worth the side effects I was encountering.
After googling the side effects of Zithromax, late in the day, I ate some yogurt, drank some ginger ale and took an acidopholus supplement. Wow, I began to feel better within about an hour!
Day 3 I took the ZPak with yogurt and ginger ale, followed by an acidopholus tab about an hour later. The drug definitely is working at this point. I felt pretty go",M,52,5 days250MG 1X day,3/27/2015Email
1,bronchitis,Vomiting,Didn't take with food. Perhaps that was my problem. Ate half a sandwich an hour later and a half hour after that threw up. Not sure if the medicine ended up doing anything as my doctor proscribed me amoxicillin instead hopefully I have better luck with that,F,33,5 days,3/26/2015
1,Sinus infection,"This drug is TOXIC. As soon as I took it (the loading dose so two pills) I felt not myself. I felt out of touch with reality, weak, dizzy, felt like the ground was sucking me in, heavy, uncomfortable, anxious, paranoid, and hyper at the same time. I also experienced chest pains like a stabbing feeling in my chest. I am now on amoxicillin because I think I am allergic to it, but I am STILL feeling the effects of this terrible drug. I can't wait to feel like me again. Oh and the half life is about 2.5 days or 68 hours so I really don't know how long it's going to be before I feel like me again. I hope soon.","DONT TAKE THIS DRUG. Needs to be off market not safe. Do not take if you have heart problems, or anxiety. GOOD LUCK!",F,23,1 days500 MG,3/25/2015
1,Chronic bronchitis,"After first dose, side effects kicked in; Severe chest pain, violent coughing, shortness of breath, pounding heart, irregular heart beat, vomiting, dry heaves and diarrhea. I went to emergency and was hospitalized for 3 days.","Doc should never have prescribed. Heart issues run in my family. Also, I had 33 sessions of radiation on my left breast 7 months ago, which can weaken the heart. FDA needs stronger warnings and doctors need to check potential dangers before handing out serious drugs.",F,53,1 days250,3/25/2015
1,Sinusitis and Ear Infection,I started taking this drug as prescribed by my PA for my sinusitis and ear infection in March of 2014. After about day three I lost nearly all smell and nearly all taste. It has been a year and I still can not smell or taste much at all and everything has a metal taste and everything has a nasty smell. Pretty bad when you can't smell a skunk and boy do they ever stink. I guess that is the only perk of taking this drug.,"I am VERY unhappy. I took this drug on the recommendation of my PA and will NEVER take this again, After one year and still I cannot taste or smell, well it is upsetting. Other than that I was not bothered with any other complications. Thank God for that. But will I ever get my full taste and smell back? ENT doctor is clueless, that was a waste of MONEY and my time.",F,62,5 days 1X day,3/22/2015Email
4,Bronchitis,"Diarrhea on the 5th day, discharge, ear pain","Minor side effects, I couldn't feel it working until the last day and my cough started to disappear at that point. It seems to have less effects the younger you are.",F,16,5 days500mg,3/21/2015
5,Had problems with throat and allergy,"I took z pack and on second day got diarrhea, fourth day got diarrhea again. Second day after finishing cycle got diarrhea again. Loose stool ever since. Stomach acting up. Day 8 after cycle finnishing (diarrhea). Still stomach acting up. When will i get back to normal?",The ZPACK COMPANY LOST A CONSUMER... NEVER AGAIN...,M,38,5 days,3/16/2015
3,lung infection,It's been a week since I finished my z pack. I am very dizzy from it. Weird feeling. Hope it doesn't last much longer. Also getting cramps in my legs.,Not again,F,52,5 days250,3/13/2015
3,sore throat,,,,,1X day,03/12/2015
